sample_id,theta_r,theta_s,alpha,n_vg,K_s,D_L,q_top_00,q_top_01,q_top_02,q_top_03,q_top_04,q_top_05,q_top_06,q_top_07,q_top_08,q_top_09,q_top_10,q_top_11,q_top_12,q_top_13,q_top_14,q_top_15,q_top_16,q_top_17,q_top_18,q_top_19,q_top_20,q_top_21,q_top_22,q_top_23,q_top_24,q_top_25,q_top_26,q_top_27,q_top_28,q_top_29,q_top_30,q_top_31,q_top_32,q_top_33,q_top_34,q_top_35,q_top_36,q_top_37,q_top_38,q_top_39,q_top_40,q_top_41,q_top_42,q_top_43,q_top_44,q_top_45,q_top_46,q_top_47,c_top,q_top_mean,q_top_peak,q_top_std,q_top_total,q_top_peak_time,split,split_mode,is_ood,ood_parameter,ood_quantile,ood_tail,severity_group,target_value
10,0.075917717045,0.466020549321,0.0112615546576,1.74888674112,13.9011385027,2.8312378833,2.38829434337,2.88112400003,3.37395365669,3.86678331335,4.35961297002,4.85244262668,5.17622131334,5.5,3.93013828742,2.36027657484,2.42638189343,2.49248721202,2.55859253061,2.62469784919,2.69080316778,2.75690848637,2.82301380495,2.88911912354,2.95522444213,3.02132976071,3.0874350793,3.15354039789,3.21964571648,3.28575103506,3.35185635365,3.41796167224,3.47984801192,3.5417343516,3.60362069128,3.66550703096,3.72739337064,3.78927971032,3.85116605,3.91305238968,3.97493872936,4.03682506904,4.09871140873,4.16059774841,4.22248408809,4.28437042777,4.34625676745,4.40814310713,4.47002944681,4.53191578649,4.59380212617,4.65568846585,4.71757480553,4.77946114521,0.811004586822,3.67283325707,5.5,0.792396035771,176.29599634,7,test,ood,True,q_top_peak,,high,peak_5.5,5.5
11,0.0783698718083,0.374278343058,0.0155029366005,2.01424616934,0.52448547373,4.90777319135,0.105264405467,0.485378058235,0.865491711004,1.24560536377,1.62571901654,2.00583266931,2.38594632208,2.76605997484,3.15662283558,3.54718569632,3.93774855705,4.32831141779,4.71887427853,5.10943713926,5.5,5.39275065897,5.28550131793,5.1782519769,5.07100263587,4.96375329484,4.8565039538,4.74925461277,4.64200527174,4.5347559307,4.42750658967,4.32025724864,4.21300790761,4.10575856657,3.99850922554,3.89125988451,3.78401054348,3.67676120244,3.47326845118,3.26977569991,3.06628294865,2.86279019738,2.65929744612,2.45580469485,2.25231194359,2.04881919232,1.84532644106,1.92771201487,2.01009758868,2.09248316249,2.17486873631,2.25725431012,2.33963988393,2.42202545774,0.691064678217,3.2923351341,5.5,1.37981607246,158.032086437,14,test,ood,True,q_top_peak,,high,peak_5.5,5.5
12,0.0941887723694,0.426524730633,0.0733208070707,1.71646603161,9.62793047721,19.8026451381,2.75818920517,3.0254412877,3.29269337023,3.55994545275,3.82719753528,4.0944496178,4.36170170033,4.62895378286,4.89620586538,4.15393463464,3.4116634039,2.66939217315,1.92712094241,1.18484971167,0.442578480927,0.486305252364,5.5,5.4560887024,5.4121774048,5.3682661072,5.3243548096,5.280443512,5.2365322144,5.1926209168,5.1487096192,5.1047983216,5.060887024,5.0169757264,4.9730644288,4.9291531312,4.8852418336,4.841330536,4.7974192384,4.7535079408,4.7095966432,4.6656853456,4.621774048,4.5778627504,4.5339514528,4.4900401552,4.4461288576,4.40221756,4.3583062624,4.3143949648,4.2704836672,4.2265723696,4.182661072,4.1387497744,0.403364682208,4.22792955848,5.5,1.19170893165,202.940618807,16,test,ood,True,q_top_peak,,high,peak_5.5,5.5
13,0.0699822348365,0.468183745761,0.0839523198929,1.91310828703,1.4200144973,17.1687178996,2.9945626716,3.1262176456,3.25787261959,3.38952759358,3.52118256758,3.65283754157,3.78449251557,3.91614748956,4.04780246356,4.17945743755,4.31111241154,4.44276738554,4.57442235953,2.62370376908,0.672985178618,1.83220504244,2.99142490626,4.15064477009,4.48798357756,4.82532238504,5.16266119252,5.5,5.4437412042,5.3874824084,5.3312236126,5.2749648168,5.218706021,5.1624472252,5.1061884294,5.04992963359,4.99367083779,4.93741204199,4.88115324619,4.82489445039,4.76863565459,4.71237685879,4.65611806299,4.59985926719,4.54360047139,4.48734167559,4.43108287979,4.37482408399,4.31856528819,4.26230649238,4.20604769658,4.14978890078,4.09353010498,4.03727130918,0.27693782349,4.26455200412,5.5,0.941059665236,204.698496198,21,test,ood,True,q_top_peak,,high,peak_5.5,5.5
14,0.0750155572459,0.492085117257,0.0144113437773,1.16016004068,5.20022802838,12.8555465948,4.91322265592,4.82998428805,4.74674592018,4.66350755231,4.58026918444,4.49703081656,4.41379244869,4.53448217662,4.65517190454,4.77586163246,4.89655136038,5.01724108831,5.13793081623,5.25862054415,5.37931027208,5.5,5.36968749515,5.2393749903,5.10906248545,4.9787499806,4.84843747575,4.7181249709,4.58781246605,4.4574999612,4.32718745635,4.1968749515,4.06656244665,3.9362499418,3.80593743695,3.6756249321,3.54531242725,3.41499992239,3.28468741754,3.15437491269,3.02406240784,3.20216242188,3.38026243591,3.55836244994,3.73646246397,3.91456247801,4.09266249204,4.27076250607,4.4488625201,4.62696253414,4.80506254817,4.33362265656,3.86218276495,3.39074287334,0.454024775502,4.35756291426,5.5,0.659231058579,209.163019884,15,test,ood,True,q_top_peak,,high,peak_5.5,5.5
15,0.0704275555204,0.399356643239,0.018394610273,1.72893707087,2.95775242621,11.2971069375,4.16058024387,3.57946966812,2.99835909237,2.41724851662,1.83613794086,1.87452490536,1.91291186986,1.95129883436,1.98968579886,2.02807276336,2.06645972786,2.10484669236,2.14323365686,2.18162062136,2.22000758586,2.25839455036,2.29678151486,2.33516847936,2.37355544386,2.41194240837,2.45032937287,2.48871633737,2.52710330187,2.56549026637,2.60387723087,3.32790792315,4.05193861543,4.77596930772,5.5,5.05264728384,4.60529456768,4.15794185152,3.71058913536,3.2632364192,2.81588370304,2.36853098688,1.92117827072,1.47382555456,1.0264728384,0.579120122243,0.760977128301,0.94283413436,1.12469114042,1.30654814648,1.48840515253,1.67026215859,1.85211916465,2.03397617071,0.223551494048,2.49137847083,5.5,1.10353728496,119.5861666,28,test,ood,True,q_top_peak,,high,peak_5.5,5.5
16,0.0908050604389,0.382296873062,0.0297639827991,1.37408543587,16.9385427522,14.227518185,1.47850061693,2.02379478604,2.56908895514,3.11438312425,3.65967729335,4.62403441721,4.57267062767,4.52130683812,4.46994304858,4.41857925903,4.36721546948,4.31585167994,4.26448789039,4.21312410084,4.1617603113,4.11039652175,4.05903273221,4.00766894266,3.95630515311,4.04711073234,4.13791631157,4.2287218908,4.31952747003,4.41033304926,4.50113862849,4.59194420771,4.68274978694,4.77355536617,4.8643609454,4.95516652463,5.04597210386,5.13677768309,5.22758326231,5.31838884154,5.40919442077,5.5,5.40705735635,5.3141147127,5.22117206904,5.12822942539,5.03528678174,4.94234413809,4.84940149443,4.75645885078,4.66351620713,4.57057356348,4.47763091983,4.38468827617,0.248434877049,4.43351534975,5.5,0.795458738569,212.808736788,35,test,ood,True,q_top_peak,,high,peak_5.5,5.5
17,0.0473790448181,0.43628705637,0.0226067480177,2.47601666792,26.209644385,3.80705953197,1.18462724886,1.0495158261,0.914404403335,0.779292980575,0.644181557815,0.509070135055,0.373958712295,0.238847289535,0.589590803566,0.940334317597,1.29107783163,1.64182134566,1.99256485969,2.34330837372,2.69405188775,3.04479540178,3.39553891581,3.74628242985,4.09702594388,4.44776945791,4.79851297194,5.14925648597,5.5,4.96821168563,4.43642337126,3.90463505688,3.37284674251,2.84105842814,2.30927011377,1.7774817994,1.24569348503,0.713905170653,0.182116856282,0.441123208394,0.700129560506,0.959135912618,1.21814226473,1.47714861684,1.73615496895,1.99516132107,2.25416767318,2.51317402529,2.7721803774,3.03118672952,3.29019308163,3.54919943374,1.9048899235,0.260580413259,0.497392712597,2.19208415418,5.5,1.47884960552,105.2200394,22,test,ood,True,q_top_peak,,high,peak_5.5,5.5
18,0.0385943496378,0.473975476022,0.0056752988991,1.22002637248,4.93999097439,13.4349879911,1.37403616585,1.31039593532,1.24675570479,1.18311547426,1.11947524373,1.0558350132,0.992194782674,0.928554552144,0.864914321614,1.32842288945,1.79193145729,2.25544002513,2.71894859297,3.18245716081,3.64596572865,4.10947429648,4.57298286432,5.03649143216,5.5,4.75049770919,4.00099541838,3.25149312757,2.50199083676,1.75248854594,1.00298625513,0.825162481137,0.647338707139,0.469514933142,0.291691159145,0.113867385147,0.167342202847,0.220817020546,0.274291838245,0.327766655945,0.381241473644,0.434716291343,0.488191109043,0.541665926742,0.595140744441,0.648615562141,0.70209037984,0.755565197539,0.809040015239,0.862514832938,0.915989650637,0.969464468337,1.02293928604,1.07641410374,0.358228123614,1.56290051997,5.5,1.42753273015,75.0192249588,18,test,ood,True,q_top_peak,,high,peak_5.5,5.5
19,0.0378684139929,0.452771396679,0.0935524781461,2.1166767184,1.23700419443,6.45981038786,1.58810977391,1.66723717583,1.74636457775,1.82549197967,1.90461938159,1.98374678351,2.06287418544,2.14200158736,2.22112898928,2.3002563912,2.37938379312,2.45851119504,2.53763859696,2.61676599888,2.6958934008,2.77502080272,2.85414820464,2.93327560656,3.01240300848,3.0915304104,3.17065781232,3.24978521424,3.32891261617,3.40804001809,3.69192968165,3.97581934522,4.25970900879,4.06705230132,3.87439559386,3.68173888639,3.48908217892,3.29642547145,3.10376876398,2.91111205651,2.71845534904,2.52579864157,2.33314193411,2.14048522664,1.94782851917,1.7551718117,1.56251510423,1.36985839676,5.5,5.08445073958,4.66890147915,4.25335221873,3.83780295831,3.42225369789,0.212876143679,2.90468430977,5.5,0.949136818602,139.424846869,42,test,ood,True,q_top_peak,,high,peak_5.5,5.5
20,0.074273896786,0.483618449585,0.0877577136542,2.07374554694,1.7898978773,4.18595824814,2.88820079734,2.61162152793,2.33504225852,2.05846298911,1.7818837197,1.50530445029,1.22872518089,1.8389072979,2.44908941492,3.05927153193,3.66945364895,4.27963576597,4.88981788298,5.5,5.21464850591,4.92929701183,4.64394551774,4.35859402366,4.43627138687,4.51394875007,4.59162611328,4.66930347649,4.7469808397,4.82465820291,4.90233556612,4.98001292932,4.97705510178,4.97409727424,4.97113944669,4.96818161915,4.96522379161,4.96226596406,4.95930813652,4.95635030898,4.95339248143,4.95043465389,4.94747682634,4.9445189988,4.94156117126,4.93860334371,4.93564551617,4.93268768863,4.92972986108,4.92677203354,4.923814206,4.92085637845,4.91789855091,4.91494072336,0.797764515614,4.28581235139,5.5,1.14237340241,205.718992867,13,test,ood,True,q_top_peak,,high,peak_5.5,5.5
21,0.0871040352777,0.463952123462,0.0306749863511,2.42578924916,6.43812665644,1.95316148386,0.379959280349,0.347389559163,0.314819837977,0.282250116791,0.249680395606,0.21711067442,0.184540953234,0.348436896847,0.51233284046,0.676228784074,0.840124727687,1.0040206713,1.16791661491,1.33181255853,1.49570850214,1.65960444575,1.82350038937,1.98739633298,2.15129227659,2.31518822021,2.60471656382,2.89424490744,3.18377325106,3.47330159468,3.76282993829,4.05235828191,4.34188662553,4.63141496915,4.92094331276,5.21047165638,5.5,5.19775272577,4.89550545154,4.59325817731,4.29101090308,3.98876362885,3.68651635462,3.38426908039,3.08202180616,2.78672454311,2.49142728006,2.19613001701,1.90083275396,1.60553549091,1.31023822786,1.01494096481,0.719643701763,0.424346438712,0.152734522962,2.32154526511,5.5,1.63981505757,111.434172725,30,test,ood,True,q_top_peak,,high,peak_5.5,5.5
22,0.0731011469365,0.419163945615,0.0283694036445,1.98866538949,4.41031824674,4.46231881131,2.84231674705,2.07523000645,1.30814326584,1.37686369193,1.44558411803,1.51430454412,1.58302497021,1.65174539631,1.7204658224,1.7891862485,1.85790667459,1.92662710068,1.99534752678,2.06406795287,2.13278837897,2.20150880506,2.27022923115,2.33894965725,2.40767008334,2.47639050944,2.54511093553,2.61383136163,2.68255178772,2.75127221381,2.81999263991,5.5,5.37336457839,5.24672915677,5.12009373516,4.99345831355,4.86682289194,4.74018747032,4.61355204871,4.4869166271,4.36028120549,4.23364578387,4.10701036226,3.98037494065,3.85373951903,3.72710409742,3.60046867581,3.4738332542,3.34719783258,3.22056241097,3.09392698936,3.53696407031,3.98000115127,4.42303823223,0.732095532354,3.13063297952,5.5,1.22956414238,150.270383017,25,test,ood,True,q_top_peak,,high,peak_5.5,5.5
23,0.0796421045346,0.449728871128,0.109518815426,2.14444716095,20.6398616594,16.3582516113,1.94247036709,1.78216095833,1.62185154956,1.4615421408,1.30123273204,1.14092332328,0.980613914513,0.82030450575,0.659995096987,3.49916082118,3.18402803281,2.86889524445,2.55376245608,2.23862966772,1.92349687935,1.60836409099,1.29323130262,0.978098514256,1.8824788114,2.78685910855,3.6912394057,4.59561970285,5.5,5.32718844021,5.15437688042,4.98156532063,4.80875376084,4.63594220105,4.46313064126,4.29031908147,4.11750752168,3.94469596189,3.7718844021,3.59907284231,3.42626128253,3.25344972274,3.08063816295,2.90782660316,2.73501504337,2.56220348358,2.38939192379,2.216580364,2.04376880421,1.87095724442,1.69814568463,1.52533412484,1.35252256505,1.17971100526,0.391460656189,2.74273336864,5.5,1.34249448971,131.651201695,22,test,ood,True,q_top_peak,,high,peak_5.5,5.5
24,0.0356089808003,0.433712129028,0.0363284347898,1.29354606775,14.9468952356,19.2694008688,4.72147014277,4.77707941829,4.83268869381,4.88829796932,4.94390724484,4.99951652035,5.05512579587,5.11073507139,5.1663443469,5.22195362242,5.27756289794,5.33317217345,5.38878144897,5.44439072448,5.5,3.38287742029,1.26575484058,1.22672166963,1.18768849867,1.14865532772,1.10962215676,1.07058898581,1.03155581485,0.992522643897,0.953489472942,0.914456301987,1.11471381594,1.3149713299,1.51522884385,1.71548635781,1.91574387176,2.11600138572,2.31625889967,2.51651641363,2.71677392758,2.91703144154,3.11728895549,3.31754646945,3.5178039834,3.71806149735,3.91831901131,4.11857652526,4.31883403922,3.70126478004,3.08369552086,2.46612626168,1.84855700251,1.23098774333,0.456272422269,3.11376556836,5.5,1.62523515861,149.460747281,14,test,ood,True,q_top_peak,,high,peak_5.5,5.5
25,0.0692224880953,0.387731436126,0.00747155140249,1.64264340522,1.03032771815,3.25086604536,3.42828536634,3.57626498303,3.72424459972,3.87222421641,4.0202038331,4.16818344979,4.31616306648,4.46414268317,4.61212229986,4.76010191655,4.90808153324,5.05606114993,5.20404076662,5.35202038331,5.5,5.42810675176,5.35621350351,5.28432025527,5.21242700703,5.14053375879,5.06864051054,4.9967472623,4.92485401406,4.85296076582,4.78106751757,4.70917426933,4.63728102109,4.56538777285,4.4934945246,4.42160127636,4.34970802812,4.27781477988,4.20592153163,0.818757659424,1.13357513614,1.44839261286,1.76321008958,2.0780275663,2.39284504302,2.70766251973,2.58117076331,2.45467900689,2.32818725047,2.20169549405,2.07520373762,1.9487119812,1.82222022478,1.69572846836,0.89963492584,3.81496796566,5.5,1.35732244344,183.118462352,14,test,ood,True,q_top_peak,,high,peak_5.5,5.5
26,0.0489507056308,0.491150053965,0.0396341522172,1.54679055787,11.1198124618,9.25610416132,4.87763862226,4.09462426535,3.31160990844,2.52859555152,1.74558119461,0.962566837696,0.64103952036,0.319512203024,0.35930967719,0.399107151355,0.438904625521,0.478702099687,0.518499573853,0.558297048019,0.598094522185,0.637891996351,0.677689470517,1.36659097473,2.05549247894,2.74439398315,3.43329548736,4.12219699158,4.81109849579,5.5,5.41950371394,5.33900742787,5.25851114181,5.17801485575,5.09751856968,5.01702228362,4.93652599756,4.85602971149,4.77553342543,4.69503713936,4.6145408533,4.53404456724,4.45354828117,4.37305199511,4.29255570905,4.21205942298,4.13156313692,4.05106685086,3.97057056479,3.89007427873,3.80957799267,3.7290817066,3.64858542054,3.56808913448,0.636357315796,3.22983014293,5.5,1.78013406135,155.03184686,23,test,ood,True,q_top_peak,,high,peak_5.5,5.5
27,0.0973701798392,0.497720495673,0.00716975999201,1.25870247327,27.6241750926,3.00137438407,1.64710861025,1.92263541073,2.19816221121,2.47368901169,2.74921581217,3.02474261265,3.30026941313,3.57579621361,3.85132301409,4.12684981457,3.3472592066,2.56766859863,2.9342100238,3.30075144898,3.66729287415,4.03383429932,4.40037572449,4.76691714966,5.13345857483,5.5,5.0025598416,4.5051196832,4.00767952479,3.51023936639,3.01279920799,2.51535904959,2.01791889118,1.52047873278,1.02303857438,0.525598415978,0.617178664711,0.708758913444,0.800339162177,0.89191941091,0.983499659642,1.07507990838,1.16666015711,1.25824040584,1.34982065457,1.44140090331,1.53298115204,1.62456140077,1.71614164951,1.80772189824,1.89930214697,1.9908823957,2.08246264444,2.17404289317,0.178340319463,2.52673636111,5.5,1.32922600442,121.283345333,19,test,ood,True,q_top_peak,,high,peak_5.5,5.5
28,0.0899069856293,0.462852297915,0.0078556893969,1.65483995902,18.8772901158,5.95158831255,1.02086896306,1.3695983761,1.71832778915,2.0670572022,2.41578661524,2.76451602829,3.11324544133,3.46197485438,3.81070426742,4.15943368047,4.50816309351,4.85689250656,4.5552575354,4.25362256424,3.95198759308,3.65035262193,3.34871765077,3.04708267961,2.74544770845,3.29635816676,3.84726862507,4.39817908338,4.94908954169,5.5,5.35069995531,5.20139991062,5.05209986593,4.90279982123,4.75349977654,4.60419973185,4.45489968716,4.30559964247,4.32049794555,4.33539624863,4.35029455171,4.36519285479,4.38009115787,4.39498946095,4.40988776403,4.42478606711,4.43968437019,4.45458267327,4.46948097635,4.48437927943,4.49927758251,4.51417588559,4.52907418867,4.54397249175,0.559675778361,4.00731030162,5.5,0.9960160363,192.350894478,23,test,ood,True,q_top_peak,,high,peak_5.5,5.5
29,0.0545407297348,0.389606773139,0.0498971935928,1.92202586057,8.84638179918,16.2053397905,2.2167053731,2.38417006991,2.55163476672,2.71909946353,2.88656416034,3.05402885715,3.30132330289,3.54861774862,3.79591219435,4.04320664009,4.29050108582,4.53779553156,4.77834664867,5.01889776578,5.25944888289,5.5,4.91431681716,4.32863363433,3.74295045149,3.65983364284,3.57671683418,3.49360002553,3.41048321687,3.32736640821,3.24424959956,3.1611327909,3.07801598224,2.99489917359,2.91178236493,2.82866555628,2.74554874762,2.66243193896,2.57931513031,2.49619832165,2.41308151299,2.32996470434,2.24684789568,2.16373108703,2.08061427837,1.99749746971,1.91438066106,1.8312638524,1.74814704375,1.66503023509,1.58191342643,1.49879661778,1.41567980912,1.33256300046,0.162413973769,3.02628968171,5.5,1.05434853845,145.261904722,15,test,ood,True,q_top_peak,,high,peak_5.5,5.5
